title,price,rating,availability,scraped_by
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",£57.83,1,In stock,playwright
Midnight Riot (Peter Grant/ Rivers of London - books #1),£55.46,2,In stock,playwright
Me Talk Pretty One Day,£57.60,2,In stock,playwright
Manuscript Found in Accra,£34.98,2,In stock,playwright
Lust & Wonder,£11.87,2,In stock,playwright
Lila (Gilead #3),£12.47,3,In stock,playwright
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",£33.26,2,In stock,playwright
Life Without a Recipe,£59.04,5,In stock,playwright
Life After Life,£26.13,2,In stock,playwright
Letter to a Christian Nation,£22.20,1,In stock,playwright
Let's Pretend This Never Happened: A Mostly True Memoir,£45.11,1,In stock,playwright
Legend (Legend #1),£43.69,4,In stock,playwright
"Lean In: Women, Work, and the Will to Lead",£25.02,1,In stock,playwright
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",£55.50,5,In stock,playwright
Lady Renegades (Rebel Belle #3),£53.04,5,In stock,playwright
Jurassic Park (Jurassic Park #1),£44.97,1,In stock,playwright
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,£42.38,1,In stock,playwright
Is Everyone Hanging Out Without Me? (And Other Concerns),£20.11,3,In stock,playwright
Into the Wild,£56.70,5,In stock,playwright
Inferno (Robert Langdon #4),£41.00,5,In stock,playwright
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",£28.85,3,In stock,playwright
If I Run (If I Run #1),£49.97,4,In stock,playwright
I've Got Your Number,£19.69,1,In stock,playwright
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,£28.88,2,In stock,playwright
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,£33.14,3,In stock,playwright
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",£43.70,2,In stock,playwright
House of Leaves,£54.89,1,In stock,playwright
Horrible Bear!,£37.52,2,In stock,playwright
Holidays on Ice,£51.07,2,In stock,playwright
Heir to the Sky,£44.07,4,In stock,playwright
Green Eggs and Ham (Beginner Books B-16),£10.79,4,In stock,playwright
"Grayson, Vol 3: Nemesis (Grayson #3)",£42.72,1,In stock,playwright
Gratitude,£26.66,5,In stock,playwright
Gone Girl,£37.60,5,In stock,playwright
Golden (Heart of Dread #3),£42.21,4,In stock,playwright
Girl in the Blue Coat,£46.83,2,In stock,playwright
"Fruits Basket, Vol. 3 (Fruits Basket #3)",£45.17,2,In stock,playwright
"Friday Night Lights: A Town, a Team, and a Dream",£51.22,3,In stock,playwright
Fire Bound (Sea Haven/Sisters of the Heart #5),£21.28,4,In stock,playwright
Fifty Shades Freed (Fifty Shades #3),£15.36,5,In stock,playwright
Fellside,£38.62,1,In stock,playwright
Extreme Prey (Lucas Davenport #26),£25.40,3,In stock,playwright
Eragon (The Inheritance Cycle #1),£43.87,3,In stock,playwright
Eclipse (Twilight #3),£18.74,1,In stock,playwright
Dune (Dune #1),£54.86,1,In stock,playwright
Dracula,£52.62,3,In stock,playwright
Do Androids Dream of Electric Sheep? (Blade Runner #1),£51.48,1,In stock,playwright
Disrupted: My Misadventure in the Start-Up Bubble,£15.28,5,In stock,playwright
Dead Wake: The Last Crossing of the Lusitania,£39.24,5,In stock,playwright
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",£17.81,1,In stock,playwright
Darkfever (Fever #1),£56.02,1,In stock,playwright
Dark Places,£23.90,5,In stock,playwright
Crazy Rich Asians (Crazy Rich Asians #1),£49.13,5,In stock,playwright
Counting Thyme,£10.62,1,In stock,playwright
Cosmos,£36.17,2,In stock,playwright
Civilization and Its Discontents,£59.95,2,In stock,playwright
Cinder (The Lunar Chronicles #1),£26.09,1,In stock,playwright
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,£37.35,2,In stock,playwright
Career of Evil (Cormoran Strike #3),£24.72,2,In stock,playwright
Breaking Dawn (Twilight #4),£35.28,5,In stock,playwright
Brave Enough,£51.32,5,In stock,playwright
Boy Meets Boy,£21.12,3,In stock,playwright
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",£27.35,2,In stock,playwright
Blink: The Power of Thinking Without Thinking,£21.74,5,In stock,playwright
Black Flags: The Rise of ISIS,£40.87,1,In stock,playwright
"Black Butler, Vol. 1 (Black Butler #1)",£49.31,1,In stock,playwright
Big Little Lies,£22.11,1,In stock,playwright
Between Shades of Gray,£20.79,5,In stock,playwright
Best of My Love (Fool's Gold #20),£27.41,2,In stock,playwright
Beowulf,£38.35,2,In stock,playwright
Beautiful Creatures (Caster Chronicles #1),£21.55,5,In stock,playwright
Awkward,£38.02,2,In stock,playwright
Ash,£22.06,4,In stock,playwright
Are We There Yet?,£10.66,3,In stock,playwright
Are We Smart Enough to Know How Smart Animals Are?,£56.58,1,In stock,playwright
Annie on My Mind,£36.83,5,In stock,playwright
And Then There Were None,£35.01,2,In stock,playwright
A Walk in the Woods: Rediscovering America on the Appalachian Trail,£30.48,4,In stock,playwright
A Visit from the Goon Squad,£14.08,5,In stock,playwright
A Storm of Swords (A Song of Ice and Fire #3),£31.22,2,In stock,playwright
A Heartbreaking Work of Staggering Genius,£54.29,5,In stock,playwright
8 Keys to Mental Health Through Exercise,£31.04,1,In stock,playwright
#GIRLBOSS,£50.96,1,In stock,playwright
"The Suffragettes (Little Black Classics, #96)",£11.89,2,In stock,playwright
The Sense of an Ending,£31.38,3,In stock,playwright
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",£54.81,1,In stock,playwright
The Course of Love,£16.78,3,In stock,playwright
Sugar Rush (Offensive Line #2),£24.42,1,In stock,playwright
"Saga, Volume 2 (Saga (Collected Editions) #2)",£11.75,3,In stock,playwright
"Run, Spot, Run: The Ethics of Keeping Pets",£20.02,1,In stock,playwright
New Moon (Twilight #2),£12.86,4,In stock,playwright
Life,£31.58,5,In stock,playwright
Kindle Paperwhite User's Guide,£34.00,3,In stock,playwright
H is for Hawk,£57.42,5,In stock,playwright
Girl Online On Tour (Girl Online #2),£53.47,1,In stock,playwright
"Fruits Basket, Vol. 2 (Fruits Basket #2)",£11.64,5,In stock,playwright
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),£52.88,4,In stock,playwright
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",£18.51,4,In stock,playwright
While You Were Mine,£41.32,5,In stock,playwright
Where Lightning Strikes (Bleeding Stars #3),£39.77,3,In stock,playwright
When I'm Gone,£51.96,3,In stock,playwright
Ways of Seeing,£39.51,5,In stock,playwright
"Vampire Knight, Vol. 1 (Vampire Knight #1)",£15.40,1,In stock,playwright
Vampire Girl (Vampire Girl #1),£53.82,2,In stock,playwright
Twenty Love Poems and a Song of Despair,£30.95,4,In stock,playwright
Travels with Charley: In Search of America,£57.82,5,In stock,playwright
Three Wishes (River of Time: California #1),£44.18,2,In stock,playwright
This One Moment (Pushing Limits #1),£48.71,1,In stock,playwright
The Zombie Room,£19.69,5,In stock,playwright
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",£36.52,2,In stock,playwright
The Tumor,£41.56,5,In stock,playwright
The Story of Hong Gildong,£43.19,4,In stock,playwright
The Silent Wife,£12.34,5,In stock,playwright
The Silent Twin (Detective Jennifer Knight #3),£36.25,3,In stock,playwright
The Selfish Gene,£29.45,1,In stock,playwright
The Secret Healer,£34.56,3,In stock,playwright
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",£54.12,3,In stock,playwright
The Republic,£33.78,3,In stock,playwright
The Odyssey,£29.64,3,In stock,playwright
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),£57.70,4,In stock,playwright
The Nicomachean Ethics,£36.34,1,In stock,playwright
The Name of the Wind (The Kingkiller Chronicle #1),£50.59,3,In stock,playwright
The Mirror & the Maze (The Wrath and the Dawn #1.5),£29.38,1,In stock,playwright
The Little Prince,£45.42,2,In stock,playwright
The Light of the Fireflies,£54.43,1,In stock,playwright
The Last Girl (The Dominion Trilogy #1),£36.26,2,In stock,playwright
The Iliad,£16.16,1,In stock,playwright
The Hook Up (Game On #1),£36.29,5,In stock,playwright
The Haters,£27.89,5,In stock,playwright
The Girl You Lost,£12.29,5,In stock,playwright
The Girl In The Ice (DCI Erika Foster #1),£15.85,3,In stock,playwright
The End of the Jesus Era (An Investigation #1),£14.40,1,In stock,playwright
The Edge of Reason (Bridget Jones #2),£19.18,4,In stock,playwright
The Complete Maus (Maus #1-2),£10.64,3,In stock,playwright
The Communist Manifesto,£14.76,3,In stock,playwright
The Bhagavad Gita,£57.49,3,In stock,playwright
The Bette Davis Club,£30.66,3,In stock,playwright
The Art of Not Breathing,£40.83,4,In stock,playwright
Taking Shots (Assassins #1),£18.88,2,In stock,playwright
Starlark,£25.83,3,In stock,playwright
"Skip Beat!, Vol. 01 (Skip Beat! #1)",£42.12,3,In stock,playwright
Sister Sable (The Mad Queen #1),£13.33,3,In stock,playwright
Shatter Me (Shatter Me #1),£42.40,1,In stock,playwright
Shameless,£58.35,3,In stock,playwright
Shadow Rites (Jane Yellowrock #10),£21.72,4,In stock,playwright
Settling the Score (The Summer Games #1),£44.91,2,In stock,playwright
Sense and Sensibility,£37.46,1,In stock,playwright
"Saga, Volume 1 (Saga (Collected Editions) #1)",£28.48,1,In stock,playwright
"Rhythm, Chord & Malykhin",£28.34,2,In stock,playwright
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",£46.96,5,In stock,playwright
Paradise Lost (Paradise #1),£24.96,1,In stock,playwright
"Paper Girls, Vol. 1 (Paper Girls #1-5)",£21.71,4,In stock,playwright
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",£29.87,3,In stock,playwright
Origins (Alphas 0.5),£28.99,1,In stock,playwright
One Second (Seven #7),£52.94,2,In stock,playwright
On the Road (Duluoz Legend),£32.36,3,In stock,playwright
Old Records Never Die: One Man's Quest for His Vinyl and His Past,£55.66,2,In stock,playwright
Off Sides (Off #1),£39.45,5,In stock,playwright
Of Mice and Men,£47.11,2,In stock,playwright
Myriad (Prentor #1),£58.75,4,In stock,playwright
My Perfect Mistake (Over the Top #1),£38.92,2,In stock,playwright
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",£39.39,4,In stock,playwright
Meditations,£25.89,2,In stock,playwright
Matilda,£28.34,1,In stock,playwright
Lost Among the Living,£27.70,4,In stock,playwright
Lord of the Flies,£24.89,3,In stock,playwright
Listen to Me (Fusion #1),£58.99,3,In stock,playwright
Kitchens of the Great Midwest,£57.20,5,In stock,playwright
Jane Eyre,£38.43,5,In stock,playwright
Imperfect Harmony,£34.74,4,In stock,playwright
Icing (Aces Hockey #2),£40.44,4,In stock,playwright
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",£45.24,3,In stock,playwright
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),£34.96,4,In stock,playwright
"Giant Days, Vol. 1 (Giant Days #1-4)",£56.76,4,In stock,playwright
"Fruits Basket, Vol. 1 (Fruits Basket #1)",£40.28,5,In stock,playwright
Frankenstein,£38.00,2,In stock,playwright
Forever Rockers (The Rocker #12),£28.80,3,In stock,playwright
Fighting Fate (Fighting #6),£39.24,3,In stock,playwright
Emma,£32.93,2,In stock,playwright
"Eat, Pray, Love",£51.32,3,In stock,playwright
Deep Under (Walker Security #1),£47.09,5,In stock,playwright
Choosing Our Religion: The Spiritual Lives of America's Nones,£28.42,4,In stock,playwright
Charlie and the Chocolate Factory (Charlie Bucket #1),£22.85,3,In stock,playwright
Charity's Cross (Charles Towne Belles #4),£41.24,1,In stock,playwright
Bright Lines,£39.07,5,In stock,playwright
Bridget Jones's Diary (Bridget Jones #1),£29.82,1,In stock,playwright
Bounty (Colorado Mountain #7),£37.26,4,In stock,playwright
Blood Defense (Samantha Brinkman #1),£20.30,3,In stock,playwright
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",£34.65,5,In stock,playwright
Beyond Good and Evil,£43.38,1,In stock,playwright
Alice in Wonderland (Alice's Adventures in Wonderland #1),£55.53,1,In stock,playwright
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",£57.06,4,In stock,playwright
A Spy's Devotion (The Regency Spies of London #1),£16.97,5,In stock,playwright
1st to Die (Women's Murder Club #1),£53.98,1,In stock,playwright
"1,000 Places to See Before You Die",£26.08,5,In stock,playwright
